trial_id,accepted_index,target_label,status,open_high_adc_total,posture_high_adc_total,open_ref_samples_used,posture_samples_used,open_high_adc_Thumb,open_high_adc_Index,open_high_adc_Middle,open_high_adc_Ring,open_high_adc_Little,open_high_adc_ReverseHorizontal,open_high_adc_ReverseThumb,posture_high_adc_Thumb,posture_high_adc_Index,posture_high_adc_Middle,posture_high_adc_Ring,posture_high_adc_Little,posture_high_adc_ReverseHorizontal,posture_high_adc_ReverseThumb,feat_Thumb_mean,feat_Thumb_median,feat_Thumb_std,feat_Thumb_min,feat_Thumb_max,feat_Thumb_range,feat_Thumb_last,feat_Thumb_slope,feat_Index_mean,feat_Index_median,feat_Index_std,feat_Index_min,feat_Index_max,feat_Index_range,feat_Index_last,feat_Index_slope,feat_Middle_mean,feat_Middle_median,feat_Middle_std,feat_Middle_min,feat_Middle_max,feat_Middle_range,feat_Middle_last,feat_Middle_slope,feat_Ring_mean,feat_Ring_median,feat_Ring_std,feat_Ring_min,feat_Ring_max,feat_Ring_range,feat_Ring_last,feat_Ring_slope,feat_Little_mean,feat_Little_median,feat_Little_std,feat_Little_min,feat_Little_max,feat_Little_range,feat_Little_last,feat_Little_slope,feat_ReverseHorizontal_mean,feat_ReverseHorizontal_median,feat_ReverseHorizontal_std,feat_ReverseHorizontal_min,feat_ReverseHorizontal_max,feat_ReverseHorizontal_range,feat_ReverseHorizontal_last,feat_ReverseHorizontal_slope,feat_ReverseThumb_mean,feat_ReverseThumb_median,feat_ReverseThumb_std,feat_ReverseThumb_min,feat_ReverseThumb_max,feat_ReverseThumb_range,feat_ReverseThumb_last,feat_ReverseThumb_slope
1,1,Open,accepted,1,0,40,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.018923673104894106,-0.03226945867443739,0.037198200076657244,-0.0659532489811847,0.07029106045056362,0.1362443094317483,-0.06124837494472325,-0.03478074336101041,-0.17819292128496939,-0.17647856626021508,0.03727981813187901,-0.2502569850544734,-0.11006731213533436,0.14018967291913906,-0.23165188086786517,-0.03900968519486625,-0.0017503512329216505,-0.0028375565209303073,0.015362615324897536,-0.033328369051773506,0.03731591099822027,0.07064428004999378,-0.02459132635783163,-0.014480896062687142,-0.009036072984725082,-0.011216086744310991,0.010843552233823014,-0.033139594167431424,0.011390928314760174,0.044530522482191595,-0.01675981769247391,-0.0069459305152889785,-0.06253490097958342,-0.06763755457941761,0.02071299400811654,-0.08729782344655099,0.017379824305483023,0.104677647752034,-0.08298001634864109,-0.016110875311436953,-0.0728633646325485,-0.08503629477357826,0.06008927356125861,-0.14995544252267215,0.10026938211028949,0.25022482463296164,-0.10816691072754127,-0.058468761210275444,0.006389169054732596,0.004600141542816666,0.019048175637395335,-0.028102031993082574,0.05596775670971873,0.0840697887028013,-0.023679417122040084,-0.00633413269290971
2,2,Open,accepted,0,0,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033585936120157163,-0.004901186338436695,0.017273177740958927,-0.03709239130434783,0.031444425605944536,0.06853681691029237,-0.007338709677419311,-0.016269368479914628,-0.001057602720922703,-0.0019326672390988359,0.02605540302404378,-0.0490919692291829,0.05857243034193732,0.10766439957112023,-0.03944205795132997,-0.011205499876388532,0.0070450645384088,0.0,0.019356689098835176,-0.024126734853905863,0.0639680922128913,0.08809482706679717,0.00335213183032678,0.013114256731762707,-0.0060232423310654735,-0.0072128208923557474,0.00985453246194492,-0.026823992859810988,0.018630179385198915,0.0454541722450099,0.01293523487040631,0.005722269494908954,0.005651359839285021,0.0,0.025529185781410814,-0.033392964799251364,0.0615326082252643,0.09492557302451567,0.04126751713181425,0.023667560804327418,-0.006627372069946813,-0.005943371005839614,0.036976195617625,-0.08308931988994042,0.13905787907676298,0.2221471989667034,-0.029217595681260394,-0.0072030850031918735,-0.014095553129486852,-0.014095573052134054,0.012777335313373583,-0.04683357382587318,0.013213721264187572,0.06004729509006075,-0.03174329698660775,0.00015192711091136993
3,3,Open,accepted,3,0,40,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-0.08580616653546863,-0.09043893926739052,0.02092847543237302,-0.12040933713886305,-0.0438379464976032,0.07657139064125985,-0.08824254467220455,-0.01974666297703375,-0.09044223374946547,-0.09188267154500701,0.016105789390139954,-0.12476536751425468,-0.05080131121114219,0.0739640563031125,-0.10883912066194036,-0.006437099559792529,-0.05014365762700908,-0.04797604677685499,0.013587423280431415,-0.0854516150569588,-0.03143889758769751,0.054012717469261284,-0.07131426226964455,-0.01218823499685843,-0.021986551321256022,-0.022545723409235757,0.008825602479999905,-0.04493844353051863,-0.006117329344353124,0.0388211141861655,-0.0268648339894217,0.003808922618748747,-0.07027981422932009,-0.07162156596467807,0.010309471986906396,-0.08998285206463655,-0.042509287913198274,0.047473564151438274,-0.07380871916187909,-0.006891961123106867,-0.13573386272454285,-0.1395927336557658,0.023035514141987918,-0.17478234599799586,-0.088207121498022,0.08657522449997386,-0.14858403868688255,-0.015620647895109125,-0.1017390744492233,-0.10135491911685002,0.010519133798724717,-0.12109452246477641,-0.07790581438824169,0.043188708076534715,-0.12109452246477641,-0.007281304686532018
4,4,Open,accepted,0,0,39,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08911535306927344,0.07020633133460771,0.0647236018589522,-0.00242564466171578,0.23768453730646094,0.2401101819681767,0.015976353736008978,-0.04208352537435841,0.1581553370393222,0.15008434881770286,0.10534104503171482,-0.02025936439027107,0.35013466717968444,0.37039403156995554,0.07751208184271634,0.0009913703720677003,0.05336150994147136,0.05355331750092873,0.028626100403932098,-0.006571725691836582,0.11234694434505223,0.11891867003688882,0.03374669949862048,-0.01689149264968717,0.0410666202939457,0.037484189153204416,0.03357060303292792,-0.030389674825708535,0.12620429377841239,0.15659396860412092,0.010039039346605773,-0.006734003364077681,0.06607086797032148,0.04872584010428175,0.03518812297998041,0.008291547770046592,0.139737157900524,0.1314456101304774,0.008291547770046592,-0.031968869779700024,0.643511915334191,0.07205163991625961,1.5460003910180746,-0.02736767417653322,6.44571112063813,6.473078794814663,-0.021752878576413105,-0.4272350250936316,0.019547172834739963,0.017865235266498025,0.0268730664093631,-0.027084486931850803,0.08760635061537676,0.11469083754722756,-0.027084486931850803,-0.020803867585752815
5,5,Open,accepted,0,0,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04527665959759852,-0.0449334703966365,0.00711329833561865,-0.06853294037388813,-0.03222994865187486,0.03630299172201327,-0.04607648110187711,-0.002809896053597491,-0.06720826517027947,-0.0692764810168192,0.016054082889297324,-0.09860153201115511,-0.014871794533175269,0.08372973747797985,-0.014871794533175269,-0.0006186376700401426,-0.04897919603190695,-0.048353826218567555,0.0061326808831290245,-0.05907349513542693,-0.035383064516128986,0.023690430619297945,-0.0498951104787898,-0.003071793012671294,-0.016015533724867314,-0.016345560992692493,0.00603273502126375,-0.030225528946756657,-0.0032979361121186026,0.026927592834638053,-0.015266976355759788,-0.0029410440275184128,-0.022304027830399774,-0.022099926148951895,0.007810347484018079,-0.03906456047810107,-0.004710822236921556,0.034353738241179516,-0.014038796674570718,-0.0008721815401275661,-0.09965675137609406,-0.1016255383978783,0.010171887130674939,-0.11734651201695201,-0.07733056933300142,0.04001594268395059,-0.10953246826094273,-0.009425502070022641,-0.060570895219911325,-0.06361323155216281,0.009193392662666012,-0.07568896364342084,-0.04197645344504976,0.033712510198371085,-0.071686525528188,-0.009480293336315638
6,6,Open,accepted,0,0,39,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007045845777192651,0.001193938466248445,0.010488245360247192,-0.026910914971108948,0.024271240447088747,0.05118215541819769,0.013246055516102265,0.006038664196340396,0.00444078166701398,0.003986675385321902,0.020728360262487568,-0.03858698451746321,0.049481189293911376,0.08806817381137458,0.009339789458044652,0.01181421976736861,-0.011520971418169693,-0.011756038132939213,0.006337428237453629,-0.02333309160226266,-0.0010762358709546812,0.02225685573130798,-0.002150961235423965,0.00391080283830986,-0.002948253306134312,-0.003281140453376867,0.006572041880858238,-0.016263763963205887,0.01326931800998041,0.029533081973186298,-0.007633787010817765,0.004464727944725338,-0.0003153693511160381,0.002341048789857842,0.006456785382240569,-0.013886416236425055,0.009410629185015392,0.023297045421440447,-0.013886416236425055,-0.00033972306205453306,-0.007029578929603357,-0.005486475536348278,0.0069449027377634625,-0.02170718674859743,0.009978070175438539,0.03168525692403597,-0.020636792452830146,0.0013164451120045192,0.0031644350618838394,0.003234608227990199,0.007450993274058538,-0.015971018419257955,0.022932336340933,0.03890335476019095,-0.015971018419257955,0.0011827535684747169
7,7,Open,accepted,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014094417243250725,0.016526274438307446,0.010764089489176641,-0.0060226185727849,0.03344968796628088,0.03947230653906578,0.012203866256354608,0.0032826071494256306,-0.007946696284736125,-0.007121795564091308,0.01558603180889502,-0.04222863783801799,0.021830403300985197,0.06405904113900318,-0.0311486831914396,-0.01087735913789139,0.010211242588444993,0.01084252940456897,0.0080262697282778,-0.013869685143687483,0.03075053181845974,0.04462021696214722,0.01084252940456897,0.0025124609788072794,0.01929854751998759,0.018258977848018096,0.008723614769659112,0.0010941451079557437,0.03696519661157161,0.035871051503615865,0.009904808488223314,-0.009031318422274255,0.0024944543040427447,-0.0023258589484034258,0.018426870915963078,-0.041851145654913824,0.03583749468344857,0.0776886403383624,0.027315272800357053,0.015032651117197244,0.05223521437177432,0.055003000318436905,0.014014372137127645,0.021079401925308935,0.08190673711753188,0.06082733519222294,0.04275702436828898,-0.011823461076058523,0.008269607788349547,0.008679134311987812,0.009850171658315086,-0.01389662228675207,0.027453291860873204,0.041349914147625275,0.008679134311987812,-0.007019814684423358
8,8,Open,accepted,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029351090556041272,-0.028679730639566213,0.004721544622450404,-0.04230273581993704,-0.017116817649487588,0.025185918170449455,-0.025231193524183515,-0.00010449234858887191,9.701787389030484e-05,-0.001297551951983962,0.014714867181902824,-0.032936152678726606,0.027843892880258906,0.060780045558985515,-0.032936152678726606,-0.004491074743155445,0.007341093533767314,0.00812855277538273,0.006726788045263028,-0.007509381815323949,0.019654165611209584,0.027163547426533534,0.0032410186058475145,0.001433326929908051,-0.007594716146808762,-0.0070485164167742795,0.004151479279632363,-0.016167775314116672,0.0,0.016167775314116672,-0.009742298944643677,-0.0017974090557278614,-0.04240449122972877,-0.04181257319973032,0.010135274562841967,-0.06637704237053459,-0.022078804347826206,0.04429823802270838,-0.041256743890828375,-0.008354054069573015,-0.0087785869703387,-0.007665011398752718,0.008389062975805049,-0.03230427810317283,0.004414236938190373,0.036718515041363205,-0.0054832544450415304,-0.004483213873464078,-0.017494663854610744,-0.019606340984203868,0.007178354039181664,-0.030513812989420994,-0.005348807562051499,0.025165005427369495,-0.023259776774303496,-0.006634958160361803
9,9,Open,accepted,0,0,38,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033674038828477135,-0.0005889475471377914,0.007531356612531171,-0.028281972177966713,0.006507968882083737,0.03478994106005045,-0.02714976076278794,-0.005832257902605809,0.0053347688340910325,0.005704841812196182,0.008580396924065849,-0.013128071191560531,0.02245947628498244,0.03558754747654297,0.018556511749918448,0.0022307773686598416,-0.006521065084413481,-0.006984423824904657,0.007360750414401716,-0.021289072856977977,0.00977754007120048,0.031066612928178458,-0.006449600975236454,-0.004866895296212815,-0.0075368371296617226,-0.0065065754280781,0.0043862253882338996,-0.018291168924324815,0.0,0.018291168924324815,0.0,-7.427064696156782e-06,-0.01213877327151089,-0.009825652566733028,0.007155430764143272,-0.030192367178742883,-0.0029041734756431957,0.02728819370309969,-0.007525977572694244,-2.1096831617127947e-05,-0.015176509698926909,-0.014747722011629107,0.009258771147088908,-0.033962062866487876,0.013916294673487971,0.047878357539975845,-0.00932034033215687,-0.0037084987788328257,-0.009462150059728709,-0.015925589836660623,0.012248609258164116,-0.026360850757029472,0.012982209564670716,0.039343060321700186,-0.015925589836660623,-0.012049347700386105
10,10,Open,accepted,0,0,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015844329755368425,-0.0005892344915856097,0.005562334632306252,-0.01573265799856319,0.014885610741975704,0.030618268740538895,0.0005892344915856097,-0.0030226540339400843,-0.016477393532155053,-0.016942680821436733,0.013157350585020648,-0.038882084402731984,0.014775401848424097,0.05365748625115608,-0.018180775710425513,-0.009084055084007309,0.02298564375027702,0.018536491846100494,0.01347486943212321,-0.00215166647750908,0.055830412973270085,0.05798207945077916,0.03979185797367613,0.012488716318986648,0.012357851031591703,0.012198951513641271,0.009844699924096074,-0.006572528102070536,0.03144886464279705,0.038021392744867585,0.021197027503057003,0.00905778055060164,-0.003587760208201764,-0.0034394689481729405,0.008085364685146782,-0.025950604080433287,0.01274900491784003,0.038699608998273315,-0.006861661339016902,0.002946466242144528,-0.02822217589353044,-0.02809709291278737,0.0073437274504589735,-0.0407122405153902,-0.012017383787937073,0.028694856727453127,-0.02170718674859743,-0.0034082991416433243,-0.006654949405777412,-0.007497175318561172,0.006641781639999501,-0.021227790521363848,0.00648502268570211,0.027712813207065957,-0.010687859687585644,-0.003291545583556837
